Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Unnamed: 12,nutrition_risk,Disease,Portion_Size_g,Meal_ID,Day_Type,Log_Index,Confidence_Level
Rye Crispbread (2 slices),Grain,70,1.923415293,13.66720529,0.486015462,3.012280178,0.0,117.6624683,0.0,Lunch,0,,Healthy,Healthy,150,109,Weekend,8172,Medium
Collard Greens (1 cup cooked),Vegetable,60,5.000896811,10.39714227,1.022698071,6.734058793,1.043483432,38.66820046,0.0,Dinner,0,,Healthy,Healthy,100,271,Weekday,5955,Medium
Orange Juice (1 cup),Beverage,112,1.692296468,25.03855636,0.516277573,0.684397197,20.89487095,1.92492401,0.0,Breakfast,240,,Moderate,Diabetes,180,142,Weekday,6815,High
Gochugaru (1 tsp),Condiment,10,0.3,1.8,0.3,0.5,0.3,1.0,0.0,Dinner,0,,Healthy,Healthy,250,497,Weekend,440,High
Philly Cheesesteak (6 inch),Meal/Processed,500,25.53635067,38.82104377,28.58624262,2.918084772,5.094386736,1147.206687,73.4190796,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,154,Weekday,6567,High
Pancetta (0.5 oz in sauce),Protein/Meat,45,1.461069228,0.0,4.542731294,0.0,0.0,156.0227649,9.856549507,Dinner,0,,Healthy,Healthy,200,201,Weekday,1883,Medium
Popcorn (3 cups air-popped),Grain,93,3.069372404,18.26307679,1.053306925,3.442654829,0.103529491,1.951165164,0.0,Snack,250,,Healthy,Healthy,150,156,Weekday,5549,High
Tuna Melt,Meal/Processed,450,24.97430332,31.55932944,24.65197787,3.011015785,4.10861885,887.1586713,49.28915644,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",250,288,Weekday,2440,Low
Mixed Nuts (1/4 cup),Nut,200,5.708583358,8.122809865,17.48553409,3.007971221,1.945901424,0.971455324,0.0,Snack,0,,Moderate,Healthy,200,127,Weekend,8068,Low
White Wine (5 oz glass),Beverage,121,0.097637241,3.684259281,0.0,0.0,1.363512189,5.030574837,0.0,Dinner,0,,Healthy,Healthy,200,493,Weekend,2736,Medium
Apple Pie (1 slice),Dessert,410,2.969473037,58.16562575,18.32391297,3.073321866,24.64341015,308.9530153,0.0,Snack,0,,Moderate,"Diabetes, Obesity",200,250,Weekday,9895,Medium
Cheese Danish,Dessert,340,6.937185595,37.93339649,17.10716378,2.007563293,15.528774,308.9499684,55.23441283,Breakfast,250,,Moderate,Diabetes,200,103,Weekday,9221,High
Quesadilla (Cheese 1 medium),Meal/Processed,400,17.53043669,35.81500565,21.06738523,2.963882029,1.948758255,732.0861404,52.36764373,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,71,Weekday,5353,Medium
Cheese Danish,Dessert,340,7.032113164,37.84785368,18.35510724,1.932999823,15.98841971,310.5783757,55.22896327,Breakfast,250,,Moderate,Diabetes,180,234,Weekend,5972,High
Caesar Salad (with chicken),Meal/Protein,470,30.0,15.0,30.0,3.0,3.0,890.0,75.0,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",250,202,Weekend,66,Medium
Pretzels (1 oz),Grain/Processed,110,2.955861388,22.71393046,0.952665748,1.005351092,0.970283754,466.2299509,0.0,Snack,0,,Healthy,Hypertension,150,284,Weekday,9426,Low
Macaroni Salad (1 cup),Meal/Pasta,380,7.872076308,31.13877086,24.76100426,3.063845404,6.123670258,716.8784616,20.13768269,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,136,Weekday,8956,Low
Media Luna (1 pastry),Grain,190,3.873456073,24.05839934,8.190515497,1.022301698,8.69097347,147.8645769,23.89662122,Breakfast,0,,Healthy,Healthy,180,225,Weekend,5207,High
Biryani (Chicken 1.5 cups),Meal/Meat,520,28.29377463,58.0832135,18.22561686,5.144939409,6.002183224,900.1177351,74.31492607,Dinner,0,,Moderate,"Hypertension, Obesity",180,152,Weekday,7401,Medium
Chicken Milanesa (1 serving),Meal/Meat,450,34.95474808,31.12592772,20.98444538,2.985674304,2.056741462,679.4764504,101.4800911,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,430,Weekday,6083,Medium
Muffin (Blueberry 1 large),Grain/Dessert,380,4.784671901,54.56026405,15.81449131,1.951265285,28.81243559,335.1639408,47.95278059,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,342,Weekday,3758,High
Ground Beef (2 oz in sauce),Protein/Meat,140,10.65507962,0.0,9.898728527,0.0,0.0,41.41913277,34.53252096,Dinner,0,,Healthy,Healthy,180,179,Weekday,8202,High
Pancakes (2 medium),Grain,180,4.983991015,28.53169268,5.147189254,1.005767633,6.280306395,450.9939712,25.66220166,Breakfast,0,,Healthy,Hypertension,180,69,Weekday,9624,High
Pizza (Margherita 1 slice),Meal/Processed,250,12.35898911,29.73424819,9.814927092,3.002114445,4.03091701,603.964127,25.26003673,Dinner,250,,Moderate,Hypertension,150,55,Weekday,7697,Medium
Orange Juice (1 cup),Beverage,112,1.708833306,25.60557598,0.506138177,0.725895073,20.55579752,1.927689321,0.0,Breakfast,240,,Moderate,Diabetes,250,494,Weekend,2747,Medium
Veal Parmesan (1 serving),Meal/Meat,550,39.94163364,30.08711343,28.83963646,3.819673769,7.125864513,1107.424907,134.8159091,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,5,Weekend,5566,Medium
Sweet & Sour Chicken (1 cup),Meal/Processed,380,18.59931441,42.94693515,15.13106873,3.13570299,25.7568717,722.8423555,50.49209331,Dinner,0,,Unhealthy,"Diabetes, Hypertension, Obesity",180,85,Weekend,4475,High
Carbonara (1.5 cups),Meal/Pasta,650,24.58607329,60.3254713,34.60457453,4.017415492,3.81368202,928.851077,239.5756998,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",100,438,Weekend,4608,Low
BBQ Sauce (2 tbsp),Condiment,60,0.475446235,14.32508658,0.0,0.52081791,11.96004776,357.8002941,0.0,Lunch,0,,Healthy,Diabetes,100,230,Weekend,4923,High
Crab Cakes (2 medium),Meal/Seafood,340,19.94764218,17.42108952,20.41364634,0.969412936,1.994004388,693.2336396,117.7800341,Dinner,250,,Moderate,"Hypertension, Heart Disease",200,488,Weekday,8053,Medium
Collard Greens (1 cup cooked),Vegetable,60,5.15836794,9.710611712,1.033698538,7.110718434,1.005908684,40.59740707,0.0,Dinner,0,,Healthy,Healthy,250,85,Weekend,1132,High
Shepherd's Pie (1 serving),Meal/Meat,400,19.72789736,34.66442257,19.17852108,6.254914101,6.894073157,872.3145796,54.00666097,Dinner,250,,Moderate,"Hypertension, Obesity",150,298,Weekend,5032,Medium
Beef Stroganoff (1.5 cups),Meal/Pasta,550,29.22690264,39.17571645,28.97408555,3.805183966,6.253245857,936.491832,100.5428065,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,407,Weekday,9613,Medium
Rosemary (garnish),Condiment,1,0.0,0.192174306,0.0,0.097623448,0.0,0.0,0.0,Dinner,0,,Healthy,Healthy,180,496,Weekday,2696,Medium
Pulled Pork Sandwich,Meal/Meat,480,24.07619118,46.81101581,19.08957101,2.967769801,14.6944708,897.4544485,73.03493681,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",200,105,Weekday,7416,Low
Chicken Tikka Masala (1.5 cups),Meal/Meat,480,29.04813089,19.32201453,29.87727081,4.799043821,7.69171455,860.0323948,98.29551705,Dinner,250,,Moderate,"Hypertension, Obesity, Heart Disease",100,253,Weekend,6250,Medium
Alfajores (1 cookie),Dessert,180,2.022606717,20.97085359,9.822980202,1.031226614,14.63624531,59.04480241,20.65774268,Snack,0,,Healthy,Diabetes,180,39,Weekday,2002,Medium
Naan Bread (1 piece),Grain,260,8.154763156,45.00188828,4.913590523,2.086274606,2.932291577,469.5085172,9.590201514,Dinner,0,,Healthy,Hypertension,100,105,Weekday,2006,Medium
Eggs Benedict (1 serving),Meal/Protein,600,25.03264401,31.08887944,39.65498944,3.132445372,4.193702675,1093.931675,466.1810734,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,395,Weekend,4497,High
Philly Cheesesteak (6 inch),Meal/Processed,500,26.06990746,40.29077153,28.38037694,2.904925692,5.117092676,1120.146681,67.12609493,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,231,Weekday,1079,Medium
Coffee Beans (3 garnish),Snack,2,0.1,0.3,0.0,0.1,0.0,0.0,0.0,Snack,0,,Healthy,Healthy,100,416,Weekday,608,High
Danish (Cheese 1 medium),Dessert,340,7.13028137,37.22552724,18.04081751,2.065010284,15.98372105,296.2225487,57.41994159,Breakfast,250,,Moderate,Diabetes,200,408,Weekend,8478,Medium
Pretzels (1 oz),Grain/Processed,110,3.142569102,23.70996822,1.025945863,1.006500921,1.040465656,440.6636215,0.0,Snack,0,,Healthy,Hypertension,150,140,Weekend,8712,Low
Choripan (1 sandwich),Meal/Processed,550,20.36263238,38.13171389,36.67570458,3.138433185,4.151438111,1078.148243,76.2327742,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,22,Weekend,1782,Medium
Black Pepper (1/2 tsp),Condiment,3,0.098350204,0.706298304,0.0,0.314510869,0.0,0.0,0.0,Dinner,0,,Healthy,Healthy,180,239,Weekend,5462,Low
Mocha Latte (16oz),Beverage,360,11.95644258,46.90811985,15.07146176,1.978198615,42.08410864,142.7881818,46.67461722,Snack,473,,Unhealthy,"Diabetes, Obesity",150,42,Weekday,7172,High
Grilled Cheese Sandwich,Meal/Processed,390,14.40646184,31.14766337,22.40186773,3.014074513,3.88189613,796.8090806,61.69535957,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,471,Weekend,8661,High
Sugar (1 tsp for cereal),Condiment,16,0.0,3.992074645,0.0,0.0,3.812888677,0.0,0.0,Breakfast,0,,Healthy,Healthy,180,126,Weekday,1417,Medium
Chocolate Milk (1 cup),Beverage/Dairy,200,8.310489185,26.18931198,7.822472688,1.022647822,23.64632316,153.116307,31.30093183,Snack,0,,Moderate,Diabetes,100,488,Weekday,4202,Low
Quesadilla (Cheese 1 medium),Meal/Processed,400,18.01741264,34.49612152,20.96060162,2.893732474,2.016142287,695.0606642,52.07014082,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",250,79,Weekday,7331,Medium
Quesadilla (Cheese 1 medium),Meal/Processed,400,17.96192343,34.99919796,21.66011879,3.019007199,1.9643643,717.8898684,48.88676529,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",200,486,Weekend,9311,Low
Grilled Cheese Sandwich,Meal/Processed,390,14.71076187,30.59822139,22.32643938,2.908366772,4.136091165,773.7263297,62.50784734,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,315,Weekday,9873,Medium
Iced Tea (Sweetened 16oz),Beverage,180,0.0,45.50034748,0.0,0.0,46.53714279,14.70224744,0.0,Snack,500,,Unhealthy,Diabetes,100,499,Weekday,8820,High
Salami (3 slices),Protein/Processed,110,6.0,1.0,9.0,0.0,0.5,500.0,30.0,Lunch,0,,Healthy,Hypertension,180,312,Weekend,392,Low
Angostura Bitters (dash),Condiment,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snack,0,,Healthy,Healthy,180,17,Weekend,492,High
Soda (1 can Coke),Beverage,140,0.0,40.18314449,0.0,0.0,40.36683113,43.72885721,0.0,Snack,355,,Unhealthy,Diabetes,250,395,Weekend,3402,Medium
Pork Floss (1 tbsp),Protein/Meat,50,3.888262292,3.143803378,2.047889729,0.0,2.562468554,143.2492229,10.25996611,Breakfast,0,,Healthy,Healthy,100,49,Weekday,5402,High
Beef Wellington (1 slice),Meal/Meat,600,28.83151143,35.08470773,38.07369847,3.98927888,3.827264485,868.9116851,101.8300113,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,238,Weekday,2760,Low
Muffin (Blueberry 1 large),Grain/Dessert,380,4.784671901,54.56026405,15.81449131,1.951265285,28.81243559,335.1639408,47.95278059,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,342,Weekday,3758,High
Blue Cheese Dressing (2 tbsp),Condiment,150,0.967830626,2.04098319,16.38920081,0.0,1.045560812,313.7941207,10.42848566,Lunch,0,,Moderate,Healthy,200,70,Weekday,5870,Medium
Sweet Vermouth (1 oz),Beverage,40,0.0,5.050935049,0.0,0.0,5.024472246,0.0,0.0,Snack,0,,Healthy,Healthy,150,357,Weekend,1624,Medium
Grilled Cheese Sandwich,Meal/Processed,390,15.0,32.0,22.0,3.0,4.0,800.0,60.0,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",180,273,Weekday,130,High
Sea Salt (coarse 1/4 tsp),Condiment,0,0.0,0.0,0.0,0.0,0.0,550.1518986,0.0,Snack,0,,Healthy,Hypertension,180,183,Weekend,5131,Medium
Malva Pudding (1 slice),Dessert,380,5.017531456,59.78383909,13.33822524,1.933705456,40.23773988,355.150922,59.18885063,Snack,0,,Unhealthy,Diabetes,200,343,Weekday,660,High
Bagel (plain),Grain,270,11.34429663,56.96312695,1.560849369,1.92180957,5.072810467,449.6542686,0.0,Breakfast,250,,Healthy,Hypertension,180,143,Weekend,4062,High
Espresso (for dipping),Beverage,2,0.191536805,0.0,0.0,0.0,0.0,0.962343713,0.0,Snack,30,,Healthy,Healthy,100,130,Weekday,1383,Low
Thai Basil (garnish),Condiment,1,0.096382667,0.0,0.0,0.0,0.0,0.0,0.0,Dinner,0,,Healthy,Healthy,100,264,Weekend,4341,Medium
Pita Bread (1 white),Grain,165,5.584771962,33.87192051,1.223756105,1.468312923,1.436524197,297.1855008,0.0,Snack,0,,Healthy,Healthy,180,197,Weekday,5902,Medium
Mozzarella (1 oz melted),Dairy,80,6.139731151,1.002688155,6.035116308,0.0,0.508407733,155.6267658,20.40990284,Dinner,0,,Healthy,Healthy,200,346,Weekend,2293,High
Soy Milk (Original 1 cup),Beverage/Dairy-Alt,110,8.034013509,9.399372436,4.510373858,2.014013498,6.279642775,126.7306156,0.0,Breakfast,240,,Healthy,Healthy,150,433,Weekend,6089,Medium
Onions (sautéed 1/4 cup),Vegetable,30,0.521035984,4.952711463,0.995328954,1.019260378,3.097372027,5.115754153,0.0,Lunch,0,,Healthy,Healthy,250,282,Weekday,1196,Low
Philly Cheesesteak (6 inch),Meal/Processed,500,25.28839394,41.29880621,26.60545324,2.857278178,4.803673593,1053.590179,71.38958685,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",180,312,Weekend,7876,Low
Pretzels (1 oz),Grain/Processed,110,2.864856699,23.14187958,1.009388958,0.971236239,0.95294457,431.3850149,0.0,Snack,0,,Healthy,Hypertension,200,267,Weekend,2695,Medium
Peanut Butter & Jelly Sandwich,Meal/Processed,390,12.15807241,49.96006702,17.20856764,5.031660132,19.23995529,459.2408974,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",100,19,Weekday,1437,Medium
Trail Mix (1/4 cup),Snack/Processed,190,4.865385188,20.61106167,12.5173868,3.079477465,13.57147865,50.83985531,0.0,Snack,250,,Healthy,Diabetes,250,225,Weekday,4311,Medium
Egg White (in drink),Condiment,17,3.750190773,0.195275327,0.0,0.0,0.2018357,57.68074498,0.0,Snack,0,,Healthy,Healthy,180,267,Weekday,6302,Low
Pisco Sour (1 drink),Beverage,250,0.99752,25.52821641,0.0,0.0,23.40888553,5.176505666,4.985166065,Snack,180,,Moderate,Diabetes,200,420,Weekday,8495,High
Gremolata (1 tbsp),Condiment,15,0.5,1.0,1.0,0.5,0.5,5.0,0.0,Dinner,0,,Healthy,Healthy,100,152,Weekend,553,Medium
Sour Cream (1 tbsp),Condiment/Dairy,30,0.408911063,0.610697446,2.894056739,0.0,0.41395348,11.43416403,6.190679264,Lunch,0,,Healthy,Healthy,250,21,Weekend,8173,Medium
Sashimi (Salmon 3 pcs),Protein/Fish,120,18.07713154,0.0,4.920707918,0.0,0.0,46.40638896,40.81761565,Lunch,0,,Healthy,Healthy,200,159,Weekday,1179,High
Apple Pie (1 slice),Dessert,410,2.926376569,59.29684561,19.08514745,3.051889093,25.11164016,324.9824636,0.0,Snack,0,,Unhealthy,"Diabetes, Obesity",180,401,Weekday,964,High
Bison Burger (1 patty),Protein/Meat,150,22.1985603,0.0,7.085190091,0.0,0.0,61.86306211,69.30173351,Lunch,250,,Healthy,Healthy,200,236,Weekday,5537,Medium
Mocha Latte (16oz),Beverage,360,12.28624613,49.08086812,15.51574206,2.087216672,43.75277805,154.0496404,44.53069889,Snack,473,,Unhealthy,"Diabetes, Obesity",150,148,Weekday,6991,High
Muffin (Blueberry 1 large),Grain/Dessert,380,5.038070388,55.88106416,15.73786637,2.058063815,31.22778458,351.0609173,47.59447562,Breakfast,250,,Unhealthy,"Diabetes, Obesity",250,159,Weekend,5278,Medium
Iced Tea (Sweetened 16oz),Beverage,180,0.0,45.00026039,0.0,0.0,48.01880131,15.47013719,0.0,Snack,500,,Unhealthy,Diabetes,150,437,Weekday,5695,High
Potato Chips (1 oz),Snack/Processed,160,2.024452202,15.04624106,9.965349947,0.991976012,0.52331611,176.3602868,0.0,Snack,0,,Healthy,Healthy,250,446,Weekday,4221,Low
Shrimp Scampi (1 cup),Meal/Seafood,380,21.56899747,40.54578206,15.43134359,3.095726774,2.95271506,743.2727954,146.8794023,Dinner,0,,Moderate,"Hypertension, Obesity",200,414,Weekend,5440,Medium
Fried Okra (1 cup),Vegetable,220,4.10785173,24.80298516,11.47994382,4.834975854,3.08936225,431.8212741,9.847540675,Dinner,0,,Healthy,Hypertension,150,136,Weekday,9326,Medium
Tiramisu (1 slice),Dessert,450,6.959481169,43.27103169,26.60837811,1.913600825,24.53452125,148.7548659,187.5957734,Snack,250,,Moderate,"Diabetes, Obesity, Heart Disease",100,110,Weekday,2326,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,7.613939445,28.59946139,26.17519668,2.922168173,5.944661537,770.0726763,20.11964112,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,234,Weekend,1356,High
Club Sandwich,Meal/Processed,580,34.13578436,40.56664417,29.38048835,4.787598764,7.276332031,1354.128433,98.26097667,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,8,Weekday,8513,High
Club Sandwich,Meal/Processed,580,34.48911497,38.06673088,30.89634302,5.218546717,7.066662511,1339.344623,95.53655906,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,226,Weekday,3440,Low
Croutons (1/4 cup),Grain,50,1.45863553,7.171076041,2.055368944,0.492965382,0.482665114,138.8854425,0.0,Lunch,0,,Healthy,Healthy,100,419,Weekday,3867,High
Chicken Salad Sandwich,Meal/Processed,420,20.48923714,34.64251187,20.66154317,3.096215239,5.152739999,834.7908162,61.61345682,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",200,56,Weekend,8453,High
Lemon Slice (garnish),Condiment,1,0.0,0.301747144,0.0,0.104182257,0.097380928,0.0,0.0,Lunch,0,,Healthy,Healthy,180,282,Weekend,9669,Medium
Dulce de Leche (1 tbsp filling),Condiment,65,1.048256794,12.11682391,1.493824789,0.0,10.20024959,30.57626383,5.136260373,Snack,0,,Healthy,Diabetes,150,222,Weekday,5298,High
Quesadilla (Cheese 1 medium),Meal/Processed,400,17.97079429,35.63917385,22.68580921,3.046885872,2.008386078,673.1731851,48.73246336,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",250,143,Weekday,3992,Medium
Green Beans (1 cup),Vegetable,31,1.753920077,6.657194675,0.201015244,2.759080372,3.298121416,5.916698342,0.0,Dinner,0,,Healthy,Healthy,200,372,Weekend,3093,High
Rye Bread (1 slice),Grain,83,2.745485155,14.95190174,1.13090178,1.808807033,1.152511272,169.9518809,0.0,Lunch,0,,Healthy,Healthy,150,477,Weekday,5873,High
Chicken Milanesa (1 serving),Meal/Meat,450,33.33004014,28.93721492,21.40171761,3.108979009,2.064063039,720.3337865,100.447594,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",180,128,Weekend,5122,High
Thai Iced Tea (1 glass),Beverage,250,3.0,35.0,12.0,0.0,33.0,50.0,35.0,Snack,300,,Unhealthy,Diabetes,150,237,Weekday,398,Medium
Gazpacho (1 cup),Meal/Soup,90,2.067888933,11.80452814,4.031985197,3.037102201,6.870251778,624.7832728,0.0,Lunch,240,,Moderate,Hypertension,250,415,Weekend,681,Medium
Candied Fruit (1 tbsp),Fruit,30,0.0,7.81706112,0.0,0.482909761,8.203650537,4.789700041,0.0,Snack,0,,Healthy,Healthy,100,329,Weekday,9323,High
Apple Pie (1 slice),Dessert,410,2.915627,57.45316113,18.22182926,3.109459015,26.21078345,324.6992507,0.0,Snack,0,,Unhealthy,"Diabetes, Obesity",200,443,Weekend,5692,Medium
Chicken Milanesa (1 serving),Meal/Meat,450,33.44329689,30.92614398,22.30979738,3.126982511,1.949183412,701.9109113,95.8634274,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,92,Weekend,7496,Medium
Thai Iced Tea (1 glass),Beverage,250,2.89738724,36.73519952,11.53772997,0.0,31.50443069,51.67676658,36.27270529,Snack,300,,Unhealthy,Diabetes,200,7,Weekday,8282,Medium
Mate (1 cup),Beverage,5,0.194854402,1.000451679,0.0,0.0,0.0,1.911869255,0.0,Breakfast,240,,Healthy,Healthy,100,275,Weekday,9615,High
Chicken Alfredo (1.5 cups),Meal/Pasta,680,33.44246127,45.13757368,38.96966594,3.854904927,5.06281095,1028.432562,118.6212385,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",100,81,Weekday,861,Low
Matcha Latte (12 oz),Beverage,180,5.792070229,27.65212386,5.081848868,1.926872155,23.76444306,89.51526533,20.9271113,Snack,355,,Moderate,Diabetes,200,367,Weekend,7007,Low
Biryani (Chicken 1.5 cups),Meal/Meat,520,27.87913093,58.58784992,18.78704054,5.064677201,6.051905229,902.2594524,74.86397919,Dinner,0,,Moderate,"Hypertension, Obesity",180,224,Weekday,6183,High
Beef Stroganoff (1.5 cups),Meal/Pasta,550,29.61939345,39.2407171,28.7358832,3.912970633,6.089244272,893.6958822,100.3517005,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,72,Weekend,4503,Medium
Onion Rings (6 rings),Snack/Processed,280,3.804619247,29.60323675,15.50377778,2.999382336,3.996687472,510.8016741,0.0,Snack,0,,Moderate,Hypertension,100,303,Weekend,4170,Low
Burger (cheeseburger),Meal/Processed,550,28.73321792,39.05247149,28.80025086,3.042308984,7.131627751,1066.683241,89.76757023,Dinner,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",180,87,Weekday,9821,High
Chicken Milanesa (1 serving),Meal/Meat,450,33.53685023,28.74778661,21.67425139,3.040556732,1.984810492,730.0930088,95.72901278,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",180,371,Weekend,8146,High
Cannoli (1 medium),Dessert,240,5.189175859,24.0569082,12.85446382,0.998344714,18.03553366,104.3663082,29.22109665,Snack,0,,Moderate,Diabetes,100,255,Weekday,6584,Medium
Edamame (in pod 1 cup),Legume,120,10.51473155,9.315705853,5.187953405,4.938301256,1.902779716,8.550295529,0.0,Snack,250,,Healthy,Healthy,150,467,Weekend,5990,Low
Salsa (1/4 cup),Vegetable,20,0.799539854,4.698867592,0.097694693,1.018017766,2.855786873,257.5548304,0.0,Lunch,0,,Healthy,Healthy,250,458,Weekday,7786,High
Soy Sauce (1 tbsp in stir-fry),Condiment,9,0.964651402,0.955336124,0.0,0.095260512,0.40127655,885.8886397,0.0,Dinner,0,,Moderate,Hypertension,180,383,Weekday,2928,Low
Apple Cider (1 cup),Beverage,117,0.102938833,27.71460349,0.300266862,0.483679788,27.17990172,9.831082723,0.0,Snack,240,,Unhealthy,Diabetes,250,358,Weekend,1851,Medium
Onion (1/2 cup raw chopped),Vegetable,32,0.920510909,7.417105234,0.096476864,1.374000518,3.650193174,2.997667964,0.0,Dinner,0,,Healthy,Healthy,200,26,Weekend,1419,Medium
Figs (2 medium),Fruit,74,0.61859472,18.55410385,0.291262973,3.007237651,16.18643664,2.044906941,0.0,Snack,0,,Moderate,Diabetes,100,90,Weekday,7586,Medium
Burger (cheeseburger),Meal/Processed,550,29.86777112,38.86981119,31.46350126,3.067877129,6.819715356,1058.829039,92.81456638,Dinner,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,367,Weekday,4283,Medium
Puff Pastry (1 oz wrapper),Grain,115,1.5199466,8.843981102,8.349236525,0.506439405,0.0,96.02845995,0.0,Dinner,0,,Healthy,Healthy,250,93,Weekday,3005,Low
Olive (garnish),Fruit,5,0.0,0.101729645,0.524111929,0.103417232,0.0,30.88341965,0.0,Snack,0,,Healthy,Healthy,200,346,Weekday,5849,High
Lime Wedge (garnish),Condiment,3,0.099143504,0.952801206,0.0,0.3080408,0.20048206,0.0,0.0,Dinner,0,,Healthy,Healthy,250,141,Weekday,4367,Medium
Angel Hair Pasta (1 cup),Grain,200,6.791318667,41.52450105,0.985721235,1.918775083,0.99684785,1.007190167,0.0,Dinner,0,,Healthy,Healthy,200,387,Weekday,7244,Medium
Brown Rice (1 cup cooked),Grain,215,5.213803122,44.1915256,1.819357942,3.34811567,0.402453443,9.853041687,0.0,Lunch,0,,Healthy,Healthy,200,326,Weekday,2249,High
Orange Juice (1 cup),Beverage,112,1.631501226,26.03293056,0.502734913,0.689210477,19.84064438,1.979061491,0.0,Breakfast,240,,Moderate,Diabetes,180,369,Weekend,8428,High
Osso Buco (1 serving),Meal/Meat,550,46.99867636,15.73435132,28.90992968,4.065356426,5.810660811,872.6229423,149.742676,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,110,Weekday,5411,High
Chicken Alfredo (1.5 cups),Meal/Pasta,680,34.73643689,46.42068819,36.64042615,3.97923261,4.819652834,970.5152227,118.854948,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,12,Weekday,757,Low
Green Peas (1/2 cup),Legume,62,3.964904958,10.90597925,0.192826255,4.540189795,4.026536533,2.051676786,0.0,Dinner,0,,Healthy,Healthy,250,31,Weekday,5631,Medium
Ice Cream (1/2 cup vanilla),Dairy/Dessert,145,2.447546646,17.41379647,7.593419185,0.484031968,16.78044077,55.08288897,31.38844712,Snack,0,,Moderate,Diabetes,150,397,Weekend,8201,Medium
Balsamic Glaze (1 tbsp),Condiment,40,0.0,8.789237254,0.0,0.0,8.330613842,10.09721336,0.0,Lunch,0,,Healthy,Healthy,150,209,Weekday,9623,Low
Skirt Steak (4oz grilled),Protein/Meat,240,26.09289965,0.0,14.44836677,0.0,0.0,68.27588176,79.98826212,Dinner,0,,Healthy,Healthy,150,459,Weekday,6658,Medium
Coarse Salt (garnish),Condiment,0,0.0,0.0,0.0,0.0,0.0,209.3247743,0.0,Lunch,0,,Healthy,Healthy,250,70,Weekday,6279,Low
Peanut Butter (2 tbsp),Nut,190,7.0,8.0,16.0,2.0,3.0,140.0,0.0,Snack,0,,Moderate,Healthy,180,23,Weekday,44,Medium
Red Onion (1/4 cup in ceviche),Vegetable,16,0.31272873,3.730991633,0.0,0.39050829,1.873148629,1.021416824,0.0,Lunch,0,,Healthy,Healthy,200,110,Weekday,8396,Low
Vitello Tonnato (1 serving),Meal/Meat,380,36.5671713,2.891961017,24.8630869,0.511074186,1.017687235,587.3502387,107.6944703,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,349,Weekday,1172,Low
Pulled Pork Sandwich,Meal/Meat,480,24.73087903,45.88596052,19.5182523,3.063463134,14.74636928,901.5750201,76.89825643,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",250,460,Weekday,9529,Medium
